topic,term,beta,term_eng
41,mehr,0.0125,more
41,jahr,0.0107,year
41,spd,0.0103,spd
41,steinbrück,0.0102,steinbrück
41,müssen,0.0099,have to
41,seehofer,0.0098,seehofer
41,geben,0.0085,give
41,csu,0.0073,Christian Social Union
41,land,0.0072,country
41,dass,0.0069,that
41,union,0.0059,union
41,sehen,0.0051,see
41,gut,0.0051,Good
41,cdu,0.005,cdu
41,lassen,0.005,to let
41,neu,0.0049,New
41,berlin,0.0048,Berlin
41,schröder,0.0046,Schroeder
41,zwei,0.0044,two
41,politisch,0.0043,politically
41,merkel,0.004,merkel
41,groß,0.004,big
41,prozent,0.0039,percent
41,euro,0.0038,Euro
41,stellen,0.0034,put
41,halten,0.0033,hold
41,wissen,0.0033,knowledge
41,kommen,0.0032,come
41,eigen,0.0032,own
41,fordern,0.0031,demand
41,horst,0.0031,horst
41,gelten,0.003,be valid
41,drei,0.003,three
41,grüne,0.003,green
41,zeigen,0.0029,demonstrate
41,erst,0.0029,first
41,finden,0.0029,Find
41,thema,0.0028,theme
41,stehen,0.0026,stand
41,hoch,0.0026,high
41,weit,0.0026,far
41,politik,0.0025,politics
41,etwa,0.0025,about
41,wer,0.0024,who
41,mensch,0.0023,human
41,viele,0.0023,lots
42,sagen,0.0278,say
42,dass,0.0253,that
42,merkel,0.0105,merkel
42,deutschland,0.0083,Germany
42,müssen,0.0081,have to
42,groß,0.0077,big
42,mehr,0.007,more
42,steinbrück,0.0061,steinbrück
42,stehen,0.006,stand
42,neu,0.0052,New
42,viele,0.005,lots
42,bereits,0.0049,already
42,schröder,0.0048,Schroeder
42,geben,0.0044,give
42,online,0.0044,on-line
42,euro,0.0043,Euro
42,gehen,0.0043,go
42,gut,0.0042,Good
42,kommen,0.0041,come
42,grüne,0.0039,green
42,sehen,0.0037,see
42,spiegel,0.0037,mirror
42,dafür,0.0037,for this
42,kanzlerin,0.0036,Chancellor
42,dürfen,0.0036,allowed
42,wahlkampf,0.0035,electioneering
42,stoiber,0.0035,stoiber
42,seit,0.0033,since
42,angela,0.0033,angela
42,erklären,0.0032,to explain
42,beide,0.0032,both
42,tag,0.0032,Day
42,zwei,0.0031,two
42,wahl,0.0031,choice
42,sprechen,0.0031,speak
42,steinmeier,0.0031,steinmeier
42,frau,0.003,Mrs
42,halten,0.003,hold
42,wissen,0.003,knowledge
42,mensch,0.0029,human
42,cdu,0.0029,cdu
42,setzen,0.0028,put
42,letzt,0.0027,last
42,liegen,0.0027,lie
42,entscheidung,0.0027,decision
42,ministerpräsident,0.0027,prime minister
42,csu,0.0026,Christian Social Union
42,wer,0.0026,who
42,thema,0.0026,theme
42,laut,0.0026,according to
43,sagen,0.0288,say
43,dass,0.0264,that
43,prozent,0.0157,percent
43,schröder,0.0118,Schroeder
43,spd,0.0117,spd
43,geben,0.0091,give
43,cdu,0.0089,cdu
43,steinbrück,0.0088,steinbrück
43,gehen,0.0081,go
43,partei,0.0078,party
43,erst,0.0078,first
43,grüne,0.0077,green
43,berlin,0.0075,Berlin
43,mehr,0.0074,more
43,groß,0.0058,big
43,müssen,0.0058,have to
43,union,0.0057,union
43,ergebnis,0.0054,Result
43,euro,0.005,Euro
43,gut,0.0049,Good
43,deutschland,0.0048,Germany
43,immer,0.0047,always
43,bleiben,0.0045,stay
43,kanzler,0.0045,chancellor
43,rotgrün,0.0044,Red Green
43,liegen,0.0042,lie
43,klar,0.0041,clear
43,stoiber,0.0039,stoiber
43,sprechen,0.0039,speak
43,dürfen,0.0038,allowed
43,bundestag,0.0037,Bundestag
43,ministerpräsident,0.0037,prime minister
43,grün,0.0036,green
43,sollen,0.0036,should
43,regierung,0.0036,government
43,viele,0.0034,lots
43,eigen,0.0034,own
43,sehen,0.0034,see
43,zwei,0.0034,two
43,land,0.0033,country
43,zeigen,0.0033,demonstrate
43,wenige,0.0032,few
43,dabei,0.0032,there
43,allerdings,0.0031,Indeed
43,ab,0.003,from
43,zeit,0.003,Time
43,mensch,0.0029,human
43,rede,0.0029,speech
43,koalition,0.0028,coalition
43,stehen,0.0028,stand
44,dass,0.0321,that
44,merkel,0.0156,merkel
44,geben,0.0146,give
44,deutschland,0.0114,Germany
44,prozent,0.0105,percent
44,euro,0.0092,Euro
44,partei,0.0088,party
44,erst,0.0082,first
44,jahr,0.0075,year
44,land,0.0072,country
44,groß,0.0069,big
44,union,0.0067,union
44,neu,0.0061,New
44,spd,0.0059,spd
44,seit,0.0058,since
44,sagen,0.0057,say
44,spiegel,0.0054,mirror
44,cdu,0.0053,cdu
44,mehr,0.0051,more
44,steinbrück,0.0049,steinbrück
44,grüne,0.0047,green
44,mensch,0.0043,human
44,milliarde,0.0043,billion
44,koalition,0.0042,coalition
44,kommen,0.004,come
44,angela,0.004,angela
44,immer,0.0039,always
44,bleiben,0.0037,stay
44,regierung,0.0037,government
44,wahl,0.0035,choice
44,bereits,0.0034,already
44,erklären,0.0033,to explain
44,kanzlerin,0.0033,Chancellor
44,million,0.0032,million
44,bundesregierung,0.003,federal government
44,csu,0.003,Christian Social Union
44,frau,0.003,Mrs
44,gehen,0.0029,go
44,möglich,0.0028,possible
44,politisch,0.0028,politically
44,wenige,0.0028,few
44,berlin,0.0028,Berlin
44,weit,0.0028,far
44,gut,0.0027,Good
44,schröder,0.0026,Schroeder
44,drei,0.0026,three
44,umfrage,0.0026,survey
44,stellen,0.0026,put
44,ergebnis,0.0026,Result
44,heute,0.0025,today
45,dass,0.015,that
45,partei,0.0145,party
45,prozent,0.0109,percent
45,berlin,0.0081,Berlin
45,merkel,0.008,merkel
45,neu,0.0079,New
45,erst,0.0065,first
45,dürfen,0.0053,allowed
45,seit,0.0051,since
45,sollen,0.0051,should
45,deutsch,0.005,German
45,bleiben,0.0049,stay
45,ab,0.0049,from
45,kommen,0.0046,come
45,weit,0.0046,far
45,geben,0.0044,give
45,bereits,0.0044,already
45,stehen,0.0043,stand
45,zwei,0.0043,two
45,gehen,0.0043,go
45,cdu,0.0042,cdu
45,spiegel,0.0041,mirror
45,erklären,0.0041,to explain
45,sprechen,0.004,speak
45,koalition,0.004,coalition
45,gelten,0.0039,be valid
45,online,0.0039,on-line
45,eigen,0.0039,own
45,groß,0.0037,big
45,heißen,0.0036,be called
45,vergangen,0.0036,past
45,halten,0.0035,hold
45,mehr,0.0033,more
45,wahl,0.0033,choice
45,liegen,0.0031,lie
45,frage,0.0029,question
45,führen,0.0029,to lead
45,sagen,0.0029,say
45,rund,0.0029,round
45,bundestagswahl,0.0029,bundestagswahl
45,npd,0.0028,npd
45,rotgrün,0.0028,Red Green
45,fdp,0.0027,fdp
45,klar,0.0027,clear
45,viele,0.0027,lots
45,dabei,0.0026,there
45,stellen,0.0026,put
45,früh,0.0026,early
45,dagegen,0.0026,on the other hand
45,bundestag,0.0026,Bundestag
46,dass,0.028,that
46,berlin,0.0099,Berlin
46,kommen,0.0085,come
46,schon,0.0081,beautiful
46,sagen,0.0073,say
46,deutschland,0.007,Germany
46,groß,0.0069,big
46,geben,0.0063,give
46,spiegel,0.0061,mirror
46,lassen,0.0056,to let
46,erst,0.0054,first
46,schröder,0.0054,Schroeder
46,spd,0.0051,spd
46,sollen,0.005,should
46,politisch,0.0048,politically
46,land,0.0047,country
46,erklären,0.0047,to explain
46,stehen,0.0045,stand
46,mehr,0.0044,more
46,viele,0.0044,lots
46,woche,0.0044,week
46,gut,0.0042,Good
46,finden,0.004,Find
46,merkel,0.004,merkel
46,heute,0.004,today
46,usa,0.0039,USA
46,vergangen,0.0037,past
46,dabei,0.0037,there
46,seit,0.0037,since
46,leben,0.0036,Life
46,wissen,0.0036,knowledge
46,euro,0.0036,Euro
46,zeit,0.0035,Time
46,ganz,0.0035,all
46,wegen,0.0035,because of
46,allerdings,0.0034,Indeed
46,bush,0.0033,bush
46,bundestag,0.0033,Bundestag
46,cdu,0.0032,cdu
46,sprechen,0.0032,speak
46,mensch,0.003,human
46,jahr,0.0029,year
46,deutsch,0.0029,German
46,recht,0.0029,Law
46,ab,0.0028,from
46,etwa,0.0028,about
46,immer,0.0027,always
46,heißen,0.0026,be called
46,kanzler,0.0026,chancellor
46,tun,0.0025,do
47,dass,0.0202,that
47,sagen,0.0134,say
47,müssen,0.0093,have to
47,land,0.009,country
47,union,0.0089,union
47,spd,0.0089,spd
47,prozent,0.0082,percent
47,berlin,0.0078,Berlin
47,gut,0.0063,Good
47,deutschland,0.006,Germany
47,mehr,0.006,more
47,geben,0.0059,give
47,merkel,0.0059,merkel
47,euro,0.0058,Euro
47,gehen,0.0058,go
47,groß,0.0055,big
47,dürfen,0.0052,allowed
47,partei,0.005,party
47,sollen,0.0048,should
47,frage,0.0048,question
47,cdu,0.0048,cdu
47,online,0.0046,on-line
47,regierung,0.0046,government
47,milliarde,0.0046,billion
47,weit,0.0045,far
47,immer,0.0044,always
47,schon,0.0043,beautiful
47,erst,0.0043,first
47,schröder,0.0041,Schroeder
47,ab,0.0041,from
47,möglich,0.0035,possible
47,gelten,0.0035,be valid
47,heißen,0.0034,be called
47,vergangen,0.0033,past
47,drei,0.0033,three
47,kanzlerin,0.0031,Chancellor
47,fall,0.0031,case
47,wenige,0.003,few
47,bleiben,0.003,stay
47,wissen,0.003,knowledge
47,hoch,0.0028,high
47,setzen,0.0028,put
47,zeitung,0.0027,newspaper
47,halten,0.0027,hold
47,grüne,0.0027,green
47,nah,0.0027,close
47,gemeinsam,0.0026,together
47,rund,0.0025,round
47,mal,0.0025,times
47,gespräch,0.0024,talk
48,dass,0.0301,that
48,mehr,0.0119,more
48,spd,0.0114,spd
48,müssen,0.0107,have to
48,sagen,0.0082,say
48,berlin,0.0081,Berlin
48,spiegel,0.0079,mirror
48,sollen,0.0074,should
48,union,0.0074,union
48,kommen,0.0072,come
48,sehen,0.0065,see
48,immer,0.0057,always
48,seit,0.0057,since
48,geben,0.0054,give
48,schon,0.0049,beautiful
48,grüne,0.0049,green
48,deutschland,0.0046,Germany
48,ab,0.0045,from
48,weit,0.0044,far
48,dabei,0.0041,there
48,vergangen,0.0041,past
48,frage,0.004,question
48,erklären,0.004,to explain
48,prozent,0.0037,percent
48,bereits,0.0037,already
48,mensch,0.0036,human
48,lassen,0.0033,to let
48,zeitung,0.0033,newspaper
48,bundestagswahl,0.0032,bundestagswahl
48,euro,0.0032,Euro
48,wahl,0.0032,choice
48,seehofer,0.0031,seehofer
48,liegen,0.0031,lie
48,land,0.003,country
48,möglich,0.0029,possible
48,wissen,0.0028,knowledge
48,treffen,0.0028,to meet
48,halten,0.0028,hold
48,zwei,0.0027,two
48,berliner,0.0027,Berliner
48,frau,0.0025,Mrs
48,fordern,0.0025,demand
48,rund,0.0025,round
48,wer,0.0025,who
48,online,0.0025,on-line
48,gabriel,0.0025,gabriel
48,stoiber,0.0025,stoiber
48,regierung,0.0024,government
48,woche,0.0024,week
48,ganz,0.0024,all
49,berlin,0.0091,Berlin
49,erst,0.0085,first
49,sagen,0.0081,say
49,dass,0.008,that
49,neu,0.0078,New
49,union,0.0078,union
49,kommen,0.0077,come
49,deutschland,0.0067,Germany
49,euro,0.0056,Euro
49,jahr,0.0053,year
49,groß,0.0053,big
49,frage,0.0052,question
49,bundestag,0.0052,Bundestag
49,spd,0.0051,spd
49,immer,0.0049,always
49,deutsch,0.0048,German
49,land,0.0046,country
49,weit,0.0043,far
49,politisch,0.0042,politically
49,dürfen,0.0042,allowed
49,eigen,0.0041,own
49,viele,0.0041,lots
49,heute,0.004,today
49,bundesregierung,0.0039,federal government
49,erklären,0.0038,to explain
49,mehr,0.0037,more
49,zeit,0.0036,Time
49,prozent,0.0035,percent
49,schon,0.0035,beautiful
49,wegen,0.0034,because of
49,fischer,0.0033,fisherman
49,schröder,0.0033,Schroeder
49,wissen,0.0032,knowledge
49,gut,0.0032,Good
49,laut,0.0032,according to
49,beide,0.0032,both
49,grüne,0.0032,green
49,zeitung,0.0031,newspaper
49,klar,0.003,clear
49,heißen,0.003,be called
49,darauf,0.0029,thereon
49,treffen,0.0029,to meet
49,fordern,0.0029,demand
49,sprechen,0.0028,speak
49,tun,0.0028,do
49,spät,0.0027,late
49,bundeswehr,0.0027,Bundeswehr
49,wahlkampf,0.0027,electioneering
49,nah,0.0027,close
49,welt,0.0027,world
50,sagen,0.0149,say
50,geben,0.0136,give
50,prozent,0.0108,percent
50,neu,0.0087,New
50,mehr,0.0068,more
50,merkel,0.0066,merkel
50,stehen,0.0063,stand
50,jahr,0.006,year
50,schröder,0.0058,Schroeder
50,deutsch,0.0055,German
50,deutschland,0.0055,Germany
50,schon,0.0055,beautiful
50,csu,0.0054,Christian Social Union
50,kommen,0.0054,come
50,immer,0.0053,always
50,stellen,0.0048,put
50,bundestag,0.0046,Bundestag
50,fordern,0.0045,demand
50,ab,0.0043,from
50,finden,0.0043,Find
50,partei,0.004,party
50,gut,0.0039,Good
50,woche,0.0039,week
50,liegen,0.0039,lie
50,regierung,0.0038,government
50,treffen,0.0037,to meet
50,zeigen,0.0036,demonstrate
50,usa,0.0036,USA
50,stoiber,0.0036,stoiber
50,gelten,0.0034,be valid
50,wahl,0.0034,choice
50,ende,0.0034,The End
50,sollen,0.0034,should
50,möglich,0.0033,possible
50,cdu,0.0032,cdu
50,viele,0.0032,lots
50,entscheidung,0.0031,decision
50,darauf,0.0031,thereon
50,rund,0.003,round
50,wenige,0.003,few
50,kanzlerin,0.0029,Chancellor
50,hoch,0.0028,high
50,zudem,0.0027,moreover
50,weit,0.0027,far
50,zeit,0.0027,Time
50,problem,0.0027,problem
50,etwa,0.0027,about
50,bund,0.0027,Federation
50,sonntag,0.0026,Sunday
50,wegen,0.0026,because of
51,sagen,0.0189,say
51,spd,0.0155,spd
51,geben,0.0124,give
51,dass,0.0107,that
51,partei,0.0098,party
51,gut,0.0087,Good
51,online,0.0085,on-line
51,prozent,0.0073,percent
51,deutschland,0.0073,Germany
51,jahr,0.0071,year
51,spiegel,0.0067,mirror
51,land,0.0065,country
51,koalition,0.0063,coalition
51,politisch,0.006,politically
51,groß,0.0058,big
51,müssen,0.0057,have to
51,cdu,0.0055,cdu
51,viele,0.0052,lots
51,kommen,0.0047,come
51,stegner,0.0046,Stegner
51,beide,0.0042,both
51,stehen,0.0041,stand
51,carstensen,0.004,carstensen
51,ganz,0.0039,all
51,woche,0.0039,week
51,regierung,0.0038,government
51,vergangen,0.0038,past
51,dürfen,0.0038,allowed
51,gehen,0.0038,go
51,sollen,0.0036,should
51,ministerpräsident,0.0035,prime minister
51,csu,0.0035,Christian Social Union
51,fdp,0.0033,fdp
51,ja,0.0033,Yes
51,wenige,0.0032,few
51,finden,0.0032,Find
51,mehr,0.0032,more
51,erst,0.0031,first
51,grüne,0.0031,green
51,lafontaine,0.0031,lafontaine
51,seehofer,0.0029,seehofer
51,lassen,0.0029,to let
51,zeit,0.0029,Time
51,dafür,0.0029,for this
51,mal,0.0028,times
51,sprechen,0.0028,speak
51,thema,0.0028,theme
51,tag,0.0027,Day
51,euro,0.0027,Euro
51,frage,0.0027,question
52,dass,0.0153,that
52,prozent,0.0112,percent
52,spd,0.0111,spd
52,berlin,0.0106,Berlin
52,cdu,0.01,cdu
52,deutsch,0.0096,German
52,merkel,0.0085,merkel
52,deutschland,0.0084,Germany
52,euro,0.0074,Euro
52,erst,0.007,first
52,müssen,0.0064,have to
52,csu,0.0064,Christian Social Union
52,koalition,0.0043,coalition
52,bundestag,0.0042,Bundestag
52,heißen,0.0041,be called
52,stellen,0.0041,put
52,finden,0.004,Find
52,immer,0.0039,always
52,vergangen,0.0039,past
52,woche,0.0039,week
52,sollen,0.0038,should
52,ende,0.0037,The End
52,union,0.0037,union
52,bundestagswahl,0.0036,bundestagswahl
52,treffen,0.0035,to meet
52,klar,0.0034,clear
52,dafür,0.0033,for this
52,viele,0.0032,lots
52,bund,0.0032,Federation
52,gehen,0.003,go
52,tag,0.003,Day
52,entscheidung,0.0029,decision
52,bundesregierung,0.0029,federal government
52,erklären,0.0029,to explain
52,jedoch,0.0028,however
52,zeit,0.0027,Time
52,hoch,0.0026,high
52,dabei,0.0026,there
52,grüne,0.0026,green
52,ministerpräsident,0.0026,prime minister
52,bleiben,0.0025,stay
52,sprecher,0.0025,speaker
52,angela,0.0025,angela
52,lang,0.0025,long
52,allerdings,0.0025,Indeed
52,recht,0.0023,Law
52,erhalten,0.0023,receive
52,lassen,0.0022,to let
52,laut,0.0022,according to
52,geben,0.0022,give
53,sagen,0.026,say
53,neu,0.0097,New
53,dass,0.0073,that
53,erst,0.0069,first
53,spiegel,0.0066,mirror
53,stehen,0.0064,stand
53,sehen,0.0057,see
53,partei,0.0054,party
53,groß,0.0053,big
53,mehr,0.0051,more
53,woche,0.0051,week
53,dürfen,0.005,allowed
53,gehen,0.005,go
53,online,0.0045,on-line
53,heißen,0.0043,be called
53,ende,0.0042,The End
53,ab,0.004,from
53,erklären,0.004,to explain
53,politisch,0.0039,politically
53,schröder,0.0039,Schroeder
53,halten,0.0039,hold
53,schon,0.0038,beautiful
53,regierung,0.0036,government
53,etwa,0.0035,about
53,merkel,0.0035,merkel
53,tag,0.0035,Day
53,wegen,0.0035,because of
53,zeitung,0.0035,newspaper
53,thema,0.0034,theme
53,fall,0.0033,case
53,nehmen,0.0032,to take
53,möglich,0.0032,possible
53,cdu,0.0032,cdu
53,ministerpräsident,0.0031,prime minister
53,lassen,0.0031,to let
53,heute,0.0031,today
53,kritik,0.003,criticism
53,sollen,0.0029,should
53,de,0.0029,de
53,führen,0.0028,to lead
53,steinbrück,0.0027,steinbrück
53,recht,0.0027,Law
53,montag,0.0027,Monday
53,immer,0.0027,always
53,setzen,0.0027,put
53,euro,0.0027,Euro
53,minister,0.0026,minister
53,bringen,0.0026,bring
53,steinmeier,0.0025,steinmeier
53,kommen,0.0024,come
54,dass,0.0248,that
54,spd,0.0103,spd
54,merkel,0.0082,merkel
54,union,0.0082,union
54,berlin,0.0076,Berlin
54,geben,0.007,give
54,schon,0.0065,beautiful
54,stehen,0.0065,stand
54,gehen,0.0065,go
54,cdu,0.0057,cdu
54,schröder,0.0056,Schroeder
54,erst,0.0055,first
54,groß,0.0055,big
54,land,0.0051,country
54,stoiber,0.0051,stoiber
54,dürfen,0.005,allowed
54,kommen,0.005,come
54,mehr,0.005,more
54,deutsch,0.0049,German
54,sagen,0.0049,say
54,seit,0.0048,since
54,stellen,0.0045,put
54,ministerpräsident,0.0044,prime minister
54,weit,0.0043,far
54,fdp,0.0039,fdp
54,ende,0.0038,The End
54,bundesregierung,0.0036,federal government
54,zeit,0.0036,Time
54,lassen,0.0036,to let
54,wissen,0.0034,knowledge
54,woche,0.0034,week
54,vergangen,0.0034,past
54,sehen,0.0032,see
54,grüne,0.0031,green
54,rotgrün,0.0031,Red Green
54,kanzler,0.0031,chancellor
54,neu,0.003,New
54,treffen,0.003,to meet
54,möglich,0.003,possible
54,gut,0.0029,Good
54,koalition,0.0029,coalition
54,nehmen,0.0029,to take
54,heute,0.0028,today
54,regierung,0.0028,government
54,müssen,0.0028,have to
54,thema,0.0028,theme
54,berliner,0.0028,Berliner
54,recht,0.0027,Law
54,jung,0.0027,young
54,zwei,0.0027,two
55,spd,0.011,spd
55,prozent,0.0096,percent
55,müssen,0.0084,have to
55,gut,0.0081,Good
55,geben,0.008,give
55,schröder,0.0076,Schroeder
55,kommen,0.0069,come
55,dass,0.0063,that
55,euro,0.0062,Euro
55,sagen,0.006,say
55,sehen,0.006,see
55,weit,0.0053,far
55,deutschland,0.0053,Germany
55,sollen,0.0053,should
55,gehen,0.0051,go
55,stoiber,0.005,stoiber
55,fordern,0.0047,demand
55,zwei,0.0046,two
55,halten,0.0045,hold
55,mehr,0.0044,more
55,rund,0.0043,round
55,allerdings,0.0041,Indeed
55,bundesregierung,0.0041,federal government
55,zeigen,0.0038,demonstrate
55,frage,0.0038,question
55,laut,0.0037,according to
55,vergangen,0.0036,past
55,ganz,0.0035,all
55,online,0.0032,on-line
55,eigen,0.0031,own
55,berlin,0.003,Berlin
55,seit,0.003,since
55,bundestag,0.003,Bundestag
55,zeit,0.003,Time
55,csu,0.0029,Christian Social Union
55,tun,0.0028,do
55,kanzler,0.0028,chancellor
55,politik,0.0028,politics
55,union,0.0027,union
55,teil,0.0027,part
55,land,0.0026,country
55,nennen,0.0026,call
55,bundeskanzler,0.0026,Chancellor
55,etwa,0.0025,about
55,betonen,0.0025,emphasize
55,wahl,0.0025,choice
55,beide,0.0025,both
55,staat,0.0024,Country
55,angabe,0.0024,specification
55,handeln,0.0024,act
56,sagen,0.0273,say
56,prozent,0.0121,percent
56,jahr,0.0111,year
56,euro,0.0089,Euro
56,merkel,0.0087,merkel
56,groß,0.0084,big
56,dass,0.0079,that
56,müssen,0.0078,have to
56,erst,0.0076,first
56,schon,0.0075,beautiful
56,deutschland,0.0073,Germany
56,mehr,0.0069,more
56,union,0.0059,union
56,kommen,0.0059,come
56,partei,0.005,party
56,sprechen,0.0048,speak
56,zwei,0.0048,two
56,lassen,0.0043,to let
56,milliarde,0.0043,billion
56,ganz,0.0043,all
56,ministerpräsident,0.0041,prime minister
56,politisch,0.004,politically
56,csu,0.0038,Christian Social Union
56,wahl,0.0037,choice
56,liegen,0.0037,lie
56,nehmen,0.0036,to take
56,steinbrück,0.0035,steinbrück
56,klar,0.0035,clear
56,bund,0.0035,Federation
56,ab,0.0033,from
56,gut,0.0032,Good
56,tag,0.0032,Day
56,stehen,0.0032,stand
56,spiegel,0.0029,mirror
56,berlin,0.0029,Berlin
56,viele,0.0028,lots
56,sehen,0.0028,see
56,umfrage,0.0028,survey
56,mann,0.0027,man
56,wenige,0.0027,few
56,regierung,0.0027,government
56,million,0.0027,million
56,nennen,0.0027,call
56,beide,0.0026,both
56,stellen,0.0026,put
56,lang,0.0026,long
56,sozialdemokrat,0.0026,Social
56,politik,0.0025,politics
56,mal,0.0025,times
56,land,0.0025,country
57,sagen,0.0296,say
57,partei,0.0169,party
57,prozent,0.0155,percent
57,mehr,0.0119,more
57,geben,0.0102,give
57,gehen,0.0098,go
57,berlin,0.009,Berlin
57,spd,0.008,spd
57,dass,0.0067,that
57,grüne,0.0061,green
57,lafontaine,0.0057,lafontaine
57,schon,0.0054,beautiful
57,union,0.0053,union
57,liegen,0.005,lie
57,immer,0.0047,always
57,frage,0.0046,question
57,politisch,0.0043,politically
57,deutschland,0.0042,Germany
57,fdp,0.0042,fdp
57,neu,0.0041,New
57,gut,0.004,Good
57,csu,0.004,Christian Social Union
57,wahl,0.004,choice
57,cdu,0.0039,cdu
57,dürfen,0.0039,allowed
57,viele,0.0039,lots
57,frau,0.0038,Mrs
57,klar,0.0038,clear
57,ganz,0.0036,all
57,koalition,0.0034,coalition
57,sollen,0.0033,should
57,ergebnis,0.0033,Result
57,groß,0.0033,big
57,zeit,0.0032,Time
57,ende,0.0032,The End
57,fischer,0.003,fisherman
57,deutsch,0.0029,German
57,woche,0.0029,week
57,zwei,0.0028,two
57,stehen,0.0028,stand
57,schröder,0.0028,Schroeder
57,mann,0.0028,man
57,lang,0.0028,long
57,mal,0.0028,times
57,erst,0.0028,first
57,fordern,0.0027,demand
57,letzt,0.0026,last
57,verlieren,0.0026,to lose
57,müntefering,0.0025,müntefering
57,zurück,0.0025,back
58,schily,0.0681,schily
58,stunde,0.0679,hour
58,dass,0.0297,that
58,sagen,0.0202,say
58,auswärtig,0.0181,in away
58,innenministerium,0.0121,Home Office
58,amt,0.012,office
58,stunden,0.011,hours
58,geben,0.0091,give
58,spd,0.0068,spd
58,otto,0.0064,otto
58,partei,0.0053,party
58,groß,0.0051,big
58,gut,0.0046,Good
58,gehen,0.0044,go
58,ministerium,0.0043,ministry
58,stellen,0.0042,put
58,missbrauch,0.0041,abuse
58,befragung,0.0039,survey
58,halten,0.0039,hold
58,prozent,0.0039,percent
58,land,0.0038,country
58,zeuge,0.0038,witness
58,ausschuss,0.0038,committee
58,lassen,0.0038,to let
58,botschaft,0.0037,Embassy
58,sprechen,0.0037,speak
58,herr,0.0036,Sir
58,seit,0.0036,since
58,fehler,0.0035,error
58,kommen,0.0035,come
58,deutsch,0.0033,German
58,sollen,0.0033,should
58,wissen,0.0032,knowledge
58,fall,0.0032,case
58,erklären,0.0032,to explain
58,vernehmung,0.0031,interrogation
58,immer,0.0031,always
58,bundestag,0.0031,Bundestag
58,fischer,0.0031,fisherman
58,mensch,0.003,human
58,steinbrück,0.0029,steinbrück
58,merkel,0.0029,merkel
58,neu,0.0029,New
58,stehen,0.0029,stand
58,zuständig,0.0028,responsible
58,sehen,0.0028,see
58,dafür,0.0027,for this
58,anstieg,0.0027,rise
58,online,0.0027,on-line
59,merkel,0.0124,merkel
59,spd,0.0101,spd
59,deutsch,0.0097,German
59,kommen,0.0094,come
59,deutschland,0.0088,Germany
59,gehen,0.0086,go
59,union,0.0085,union
59,neu,0.0079,New
59,dass,0.0073,that
59,cdu,0.0072,cdu
59,sagen,0.0066,say
59,schröder,0.0066,Schroeder
59,sehen,0.006,see
59,groß,0.0057,big
59,steinbrück,0.0056,steinbrück
59,grüne,0.005,green
59,woche,0.0049,week
59,bleiben,0.0047,stay
59,tag,0.0047,Day
59,jahr,0.0043,year
59,fordern,0.0041,demand
59,heißen,0.0039,be called
59,fdp,0.0039,fdp
59,klar,0.0039,clear
59,müssen,0.0036,have to
59,politisch,0.0036,politically
59,ganz,0.0036,all
59,fall,0.0035,case
59,kanzlerin,0.0035,Chancellor
59,mehr,0.0035,more
59,ab,0.0035,from
59,gut,0.0033,Good
59,prozent,0.0031,percent
59,weit,0.0031,far
59,zeitung,0.0031,newspaper
59,lassen,0.003,to let
59,bereits,0.003,already
59,wenige,0.003,few
59,wissen,0.0029,knowledge
59,viele,0.0029,lots
59,darauf,0.0028,thereon
59,wichtig,0.0028,important
59,fischer,0.0028,fisherman
59,ministerpräsident,0.0027,prime minister
59,zwei,0.0027,two
59,gemeinsam,0.0027,together
59,setzen,0.0027,put
59,lang,0.0027,long
59,wahl,0.0026,choice
59,september,0.0026,September
60,sagen,0.0249,say
60,geben,0.0159,give
60,land,0.008,country
60,groß,0.0075,big
60,mehr,0.0073,more
60,sollen,0.0072,should
60,dass,0.0072,that
60,gehen,0.0067,go
60,berlin,0.0067,Berlin
60,dürfen,0.0057,allowed
60,schon,0.0055,beautiful
60,prozent,0.0053,percent
60,merkel,0.005,merkel
60,lassen,0.0049,to let
60,halten,0.0048,hold
60,partei,0.0047,party
60,deutsch,0.0047,German
60,gut,0.0044,Good
60,sprechen,0.0042,speak
60,bundesregierung,0.0042,federal government
60,stehen,0.0038,stand
60,zwei,0.0038,two
60,zeigen,0.0035,demonstrate
60,tag,0.0035,Day
60,neu,0.0035,New
60,drei,0.0033,three
60,sehen,0.0032,see
60,koalition,0.0032,coalition
60,müssen,0.0032,have to
60,nehmen,0.0031,to take
60,jahr,0.0031,year
60,fdp,0.003,fdp
60,thema,0.003,theme
60,politisch,0.003,politically
60,heißen,0.0029,be called
60,jung,0.0029,young
60,wegen,0.0029,because of
60,spiegel,0.0029,mirror
60,mensch,0.0029,human
60,tun,0.0028,do
60,zeitung,0.0028,newspaper
60,setzen,0.0028,put
60,kommen,0.0027,come
60,schreiben,0.0026,write
60,türkisch,0.0026,Turkish
60,fall,0.0026,case
60,allerdings,0.0025,Indeed
60,frau,0.0025,Mrs
60,erst,0.0025,first
60,cdu,0.0025,cdu
61,sagen,0.0163,say
61,deutschland,0.0127,Germany
61,müssen,0.0105,have to
61,berlin,0.0098,Berlin
61,kommen,0.0081,come
61,partei,0.0077,party
61,merkel,0.0074,merkel
61,cdu,0.0071,cdu
61,jahr,0.007,year
61,stehen,0.0066,stand
61,deutsch,0.0063,German
61,stoiber,0.0062,stoiber
61,sehen,0.0061,see
61,spd,0.0054,spd
